Hallucinogen hallucinosis,Hallucinogen-induced organic mental disorder
Hallucinogen intoxication delirium,Hallucinogen-induced organic mental disorder
Hallucinogen mood disorder,Hallucinogen-induced organic mental disorder
Hallucinogen-induced anxiety disorder,Hallucinogen-induced organic mental disorder
Flashbacks,Hallucinogen-induced organic mental disorder
Psychotic disorder caused by hallucinogen,Hallucinogen-induced organic mental disorder
hallucinogen-induced psychotic disorder,Hallucinogen-induced organic mental disorder
Hallucinogen abuse with hallucinogen-induced psychotic disorder,Hallucinogen-induced organic mental disorder
Hallucinogen dependence with hallucinogen-induced psychotic disorder,Hallucinogen-induced organic mental disorder
hallucinogen use with other hallucinogen-induced mental and behavioral disorders,Hallucinogen-induced organic mental disorder
Hallucinogen dependence with hallucinogen-induced psychotic disorder with delusions,Hallucinogen delusional disorder
hallucinogen abuse with hallucinogen-induced pyschotic disorder with delusions,Hallucinogen delusional disorder
hallucinogen abuse with hallucinogen-induced pyschotic disorder with hallucinations,Hallucinogen hallucinosis
Hallucinogen abuse with intoxication with delirium,Hallucinogen intoxication delirium
Hallucinogen dependence with intoxication with delirium,Hallucinogen intoxication delirium
Mood disorder caused by dissociative drug,Hallucinogen mood disorder
Mood disorder with manic symptoms caused by hallucinogen,Hallucinogen mood disorder
Mood disorder with depressive symptoms caused by hallucinogen,Hallucinogen mood disorder
hallucinogen-induced mood disorder during intoxication,Hallucinogen mood disorder
Hallucinogen abuse with hallucinogen-induced mood disorder,Hallucinogen mood disorder
Hallucinogen dependence with hallucinogen-induced mood disorder,Hallucinogen mood disorder
Mood disorder with manic symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with depressive symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with mixed depressive and manic symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with mixed depressive and manic symptoms caused by hallucinogen,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with manic symptoms caused by dissociative drug,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with depressive symptoms caused by dissociative drug,Mood disorder with depressive symptoms caused by hallucinogen
hallucinogen-induced anxiety disorder during intoxication,Hallucinogen-induced anxiety disorder
Hallucinogen abuse with hallucinogen-induced anxiety disorder,Hallucinogen-induced anxiety disorder
Hallucinogen dependence with hallucinogen-induced anxiety disorder,Hallucinogen-induced anxiety disorder
Long duration flashbacks,Flashbacks
Episodic flashbacks,Flashbacks
Duplicative flashbacks,Flashbacks
Short duration flashbacks,Flashbacks
hallucinogen dependence with hallucinogen-induced flashbacks,Flashbacks
hallucinogen abuse with hallucinogen-induced persisting perception disorder flashbacks,Flashbacks
hallucinogen use with hallucinogen-induced psychotic disorder,Psychotic disorder caused by hallucinogen
hallucinogen use with hallucinogen-induced residual and late onset psychotic disorder,Psychotic disorder caused by hallucinogen
Inhalant-induced psychotic disorder with delusions,Inhalant-induced organic mental disorder
Inhalant-induced psychotic disorder with hallucinations,Inhalant-induced organic mental disorder
Inhalant intoxication delirium,Inhalant-induced organic mental disorder
Inhalant-induced persisting dementia,Inhalant-induced organic mental disorder
Inhalant-induced mood disorder,Inhalant-induced organic mental disorder
Inhalant-induced anxiety disorder,Inhalant-induced organic mental disorder
Psychosis caused by inhalant,Inhalant-induced organic mental disorder
Psychotic disorder caused by volatile inhalant,Inhalant-induced organic mental disorder
inhalant-induced psychotic disorder,Inhalant-induced organic mental disorder
Inhalant abuse with inhalant-induced psychotic disorder,Inhalant-induced organic mental disorder
Inhalant dependence with inhalant-induced psychotic disorder,Inhalant-induced organic mental disorder
inhalant use with other inhalant-induced mental and behavioral disorders,Inhalant-induced organic mental disorder
Inhalant abuse with inhalant-induced psychotic disorder with delusions,Inhalant-induced psychotic disorder with delusions
Inhalant dependence with inhalant-induced psychotic disorder with delusions,Inhalant-induced psychotic disorder with delusions
inhalant abuse with intoxication - uncomplicated,Inhalant-induced psychotic disorder with hallucinations
Inhalant abuse with intoxication,Inhalant-induced psychotic disorder with hallucinations
Inhalant abuse with inhalant-induced psychotic disorder with hallucinations,Inhalant-induced psychotic disorder with hallucinations
inhalant dependence with intoxication - uncomplicated,Inhalant-induced psychotic disorder with hallucinations
Inhalant dependence with intoxication,Inhalant-induced psychotic disorder with hallucinations
Inhalant dependence with inhalant-induced psychotic disorder with hallucinations,Inhalant-induced psychotic disorder with hallucinations
Inhalant abuse with intoxication delirium,Inhalant intoxication delirium
Inhalant dependence with intoxication delirium,Inhalant intoxication delirium
inhalant use with withdrawal with delirium,Inhalant intoxication delirium
Mood disorder with manic symptoms caused by volatile inhalant,Inhalant-induced mood disorder
Mood disorder with depressive symptoms caused by volatile inhalant,Inhalant-induced mood disorder
Mood disorder with mixed depressive and manic symptoms caused by volatile inhalant,Inhalant-induced mood disorder
inhalant-induced mood disorder during intoxication,Inhalant-induced mood disorder
Inhalant abuse with inhalant-induced mood disorder,Inhalant-induced mood disorder
Inhalant dependence with inhalant-induced mood disorder,Inhalant-induced mood disorder
inhalant-induced anxiety disorder during intoxication,Inhalant-induced anxiety disorder
Inhalant abuse with inhalant-induced anxiety disorder,Inhalant-induced anxiety disorder
Inhalant dependence with inhalant-induced anxiety disorder,Inhalant-induced anxiety disorder
inhalant use with inhalant-induced psychotic disorder,Psychosis caused by inhalant
"inhalant use with inhalant-induced psychotic disorder, residual and late onset",Psychosis caused by inhalant
"Sedative, hypnotic AND/OR anxiolytic intoxication delirium",Psychoactive substance-induced organic delirium
Delirium caused by synthetic cannabinoid,Psychoactive substance-induced organic delirium
amphetamine or sympathomimetic delirium,Psychoactive substance-induced organic delirium
psychoactive substance abuse with withdrawal delirium,Psychoactive substance-induced organic delirium
"specified sedative, hypnotic, or anxiolytic intoxication","Sedative, hypnotic AND/OR anxiolytic intoxication delirium"
"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia",Psychoactive substance-induced organic dementia
"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions",Psychoactive substance-induced organic delusional disorder
Phencyclidine psychosis,Psychoactive substance-induced organic delusional disorder
Psychotic disorder caused by dissociative drug,Psychoactive substance-induced organic delusional disorder
Psychotic disorder caused by ketamine,Psychoactive substance-induced organic delusional disorder
Psychotic disorder with delusions caused by stimulant,Psychoactive substance-induced organic delusional disorder
Psychotic disorder with delusions caused by synthetic cathinone,Psychoactive substance-induced organic delusional disorder
psychoactive substance use with psychoactive substance-induced psychotic disorder with delusions,Psychoactive substance-induced organic delusional disorder
Psychotic disorder caused by anxiolytic,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions"
Psychotic disorder caused by sedative,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions"
Psychotic disorder caused by hypnotic,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions"
"specified sedative, hypnotic, or anxiolytic induced delusions","Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions"
PCP delusional disorder,Phencyclidine psychosis
Psychotic disorder caused by methylenedioxymethamphetamine,Psychotic disorder with delusions caused by stimulant
"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with hallucinations",Psychoactive substance-induced organic hallucinosis
psychoactive substance use with psychoactive substance-induced psychotic disorder with hallucinations,Psychoactive substance-induced organic hallucinosis
"hallucinations due to specified sedative, hypnotic, or anxiolytic drug","Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with hallucinations"
Alcohol-induced mood disorder,Psychoactive substance-induced organic mood disorder
Cocaine-induced mood disorder,Psychoactive substance-induced organic mood disorder
Hallucinogen mood disorder,Psychoactive substance-induced organic mood disorder
Opioid-induced mood disorder,Psychoactive substance-induced organic mood disorder
PCP mood disorder,Psychoactive substance-induced organic mood disorder
"Sedative, hypnotic AND/OR anxiolytic-induced mood disorder",Psychoactive substance-induced organic mood disorder
Mood disorder caused by ketamine,Psychoactive substance-induced organic mood disorder
Mood disorder caused by stimulant,Psychoactive substance-induced organic mood disorder
Mood disorder with depressive symptoms caused by synthetic cathinone,Psychoactive substance-induced organic mood disorder
Mood disorder with manic symptoms caused by synthetic cathinone,Psychoactive substance-induced organic mood disorder
Mood disorder with mixed depressive and manic symptoms caused by synthetic cathinone,Psychoactive substance-induced organic mood disorder
Mood disorder caused by cannabis,Psychoactive substance-induced organic mood disorder
mood disorder due to intoxication with unspecified substance,Psychoactive substance-induced organic mood disorder
mood disorder due to withdrawal from unspecified substance,Psychoactive substance-induced organic mood disorder
psychoactive substance use with pyschoactive substance-induced mood disorder,Psychoactive substance-induced organic mood disorder
Mood disorder with mixed manic and depressive symptoms caused by alcohol,Alcohol-induced mood disorder
Mood disorder with manic symptoms caused by alcohol,Alcohol-induced mood disorder
Mood disorder with depressive symptoms caused by alcohol,Alcohol-induced mood disorder
alcohol-induced mood disorder during intoxication,Alcohol-induced mood disorder
Mood disorder with manic symptoms caused by cocaine,Cocaine-induced mood disorder
Mood disorder with depressive symptoms caused by cocaine,Cocaine-induced mood disorder
Mood disorder with mixed depressive and manic symptoms caused by cocaine,Cocaine-induced mood disorder
cocaine-induced mood disorder during intoxication,Cocaine-induced mood disorder
cocaine-induced mood disorder during withdrawal,Cocaine-induced mood disorder
Cocaine dependence with cocaine-induced mood disorder,Cocaine-induced mood disorder
Mood disorder caused by dissociative drug,Hallucinogen mood disorder
Mood disorder with manic symptoms caused by hallucinogen,Hallucinogen mood disorder
Mood disorder with depressive symptoms caused by hallucinogen,Hallucinogen mood disorder
hallucinogen-induced mood disorder during intoxication,Hallucinogen mood disorder
Hallucinogen abuse with hallucinogen-induced mood disorder,Hallucinogen mood disorder
Hallucinogen dependence with hallucinogen-induced mood disorder,Hallucinogen mood disorder
Mood disorder with manic symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with depressive symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with mixed depressive and manic symptoms caused by dissociative drug,Mood disorder caused by dissociative drug
Mood disorder with mixed depressive and manic symptoms caused by hallucinogen,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with manic symptoms caused by dissociative drug,Mood disorder with manic symptoms caused by hallucinogen
Mood disorder with depressive symptoms caused by dissociative drug,Mood disorder with depressive symptoms caused by hallucinogen
Opioid-induced mood disorder due to opioid abuse,Opioid-induced mood disorder
Opioid-induced mood disorder due to opioid dependence,Opioid-induced mood disorder
Mood disorder with mixed depressive and manic symptoms caused by opioid,Opioid-induced mood disorder
Mood disorder with manic symptoms caused by opioid,Opioid-induced mood disorder
Mood disorder with depressive symptoms caused by opioid,Opioid-induced mood disorder
opioid-induced mood disorder during intoxication,Opioid-induced mood disorder
phencyclidine-induced mood disorder during intoxication,PCP mood disorder
"mood disorder during intoxication with specified sedative, hypnotic, or anxiolytic drug","Sedative, hypnotic AND/OR anxiolytic-induced mood disorder"
mood disorder during withdrawal from sedative or hypnotic drug,"Sedative, hypnotic AND/OR anxiolytic-induced mood disorder"
"sedative, hypnotic, or anxiolytic abuse with sedative, hypnotic, or anxiolytic-induced mood disorder","Sedative, hypnotic AND/OR anxiolytic-induced mood disorder"
Mood disorder caused by methylenedioxymethamphetamine,Mood disorder caused by stimulant
Mood disorder with depressive symptoms caused by stimulant,Mood disorder caused by stimulant
Mood disorder with mixed depressive and manic symptoms caused by stimulant,Mood disorder caused by stimulant
Mood disorder with manic symptoms caused by amphetamine and amphetamine derivative,Mood disorder caused by stimulant
Mood disorder with mixed depressive and manic symptoms caused by amphetamine and amphetamine derivative,Mood disorder caused by stimulant
mood disorder with manic symptoms caused by stimulant,Mood disorder caused by stimulant
Mood disorder with depressive symptoms caused by amphetamine and amphetamine derivative,Mood disorder with depressive symptoms caused by stimulant
Alcohol-induced anxiety disorder,Psychoactive substance-induced organic anxiety disorder
Cocaine-induced anxiety disorder,Psychoactive substance-induced organic anxiety disorder
Phencyclidine-induced anxiety disorder,Psychoactive substance-induced organic anxiety disorder
"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by ketamine,Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by dissociative drug,Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by synthetic cannabinoid,Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by stimulant,Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by synthetic cathinone,Psychoactive substance-induced organic anxiety disorder
anxiety disorder due to unspecified substance,Psychoactive substance-induced organic anxiety disorder
anxiety disorder due to intoxication with unspecified substance,Psychoactive substance-induced organic anxiety disorder
anxiety disorder due to withdrawal from unspecified substance,Psychoactive substance-induced organic anxiety disorder
alcohol-induced anxiety disorder during intoxication,Alcohol-induced anxiety disorder
cocaine-induced anxiety disorder during intoxication,Cocaine-induced anxiety disorder
cocaine-induced anxiety disorder during withdrawal,Cocaine-induced anxiety disorder
Cocaine dependence with cocaine-induced anxiety disorder,Cocaine-induced anxiety disorder
phencyclidine-induced anxiety disorder during intoxication,Phencyclidine-induced anxiety disorder
anxiety disorder during withdrawal from sedative or hypnotic drug,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder"
Anxiety disorder caused by methamphetamine,Anxiety disorder caused by stimulant
Anxiety disorder caused by methylenedioxymethamphetamine,Anxiety disorder caused by methamphetamine
Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal,Psychoactive substance-induced withdrawal syndrome
Seizure co-occurrent and due to psychoactive substance withdrawal,Psychoactive substance-induced withdrawal syndrome
Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal,Psychoactive substance-induced withdrawal syndrome
Psychoactive substance withdrawal without complication,Psychoactive substance-induced withdrawal syndrome
Synthetic cannabinoid withdrawal,Psychoactive substance-induced withdrawal syndrome
psychoactive substance use with withdrawal with perceptual disturbance,Psychoactive substance-induced withdrawal syndrome
psychoactive substance use with withdrawal delirium,Psychoactive substance-induced withdrawal syndrome
"Sedative, hypnotic or anxiolytic abuse with withdrawal",Psychoactive substance-induced withdrawal syndrome
psychoactive substance abuse with withdrawal,Psychoactive substance-induced withdrawal syndrome
Perceptual disturbances and seizures co-occurrent and due to psychoactive substance withdrawal,Seizure co-occurrent and due to psychoactive substance withdrawal
Perceptual disturbances and seizures co-occurrent and due to psychoactive substance withdrawal,Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal
"Sedative, hypnotic or anxiolytic abuse with withdrawal with perceptual disturbance",Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal
psychoactive substance abuse with withdrawal with perceptual disturbance,Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal
"psychoactive substance abuse with withdrawal, uncomplicated",Psychoactive substance withdrawal without complication
Nicotine withdrawal,Nicotine-induced organic mental disorder
tobacco use induced psychotic disorder,Nicotine-induced organic mental disorder
"tobacco use induced psychotic disorder, residual and late onset",Nicotine-induced organic mental disorder
tobacco use disorder with other mental and behavioral disorders,Nicotine-induced organic mental disorder
nicotine dependence - cigarettes - with withdrawal,Nicotine withdrawal
nicotine dependence - chewing tobacco - with withdrawal,Nicotine withdrawal
nicotine dependence with withdrawal,Nicotine withdrawal
tobacco use withdrawal with delirium,Nicotine withdrawal
Psychotic disorder caused by anxiolytic,Anxiolytic-induced organic mental disorder
Psychotic disorder with hallucinations caused by stimulant,Psychotic disorder caused by stimulant
Psychotic disorder with delusions caused by stimulant,Psychotic disorder caused by stimulant
psychotic disorder caused by stimulant without delusions,Psychotic disorder caused by stimulant
psychotic disorder caused by stimulant without hallucination,Psychotic disorder caused by stimulant
Psychotic disorder caused by methylenedioxymethamphetamine,Psychotic disorder with delusions caused by stimulant
Psychotic disorder with hallucinations caused by synthetic cathinone,Psychotic disorder caused by synthetic cathinone
Psychotic disorder with delusions caused by synthetic cathinone,Psychotic disorder caused by synthetic cathinone
Psychotic disorder with schizophreniform symptoms caused by synthetic cathinone,Psychotic disorder caused by synthetic cathinone
Mood disorder with depressive symptoms caused by synthetic cathinone,Mood disorder caused by synthetic cathinone
Mood disorder with manic symptoms caused by synthetic cathinone,Mood disorder caused by synthetic cathinone
Mood disorder with mixed depressive and manic symptoms caused by synthetic cathinone,Mood disorder caused by synthetic cathinone
Alcohol amnestic disorder,Alcohol-induced organic mental disorder
Alcohol-induced psychosis,Alcohol-induced organic mental disorder
Alcohol intoxication delirium,Alcohol-induced organic mental disorder
Dementia associated with alcoholism,Alcohol-induced organic mental disorder
Alcohol-induced anxiety disorder,Alcohol-induced organic mental disorder
Alcohol-induced mood disorder,Alcohol-induced organic mental disorder
Alcohol-induced sleep disorder,Alcohol-induced organic mental disorder
Alcohol withdrawal syndrome,Alcohol-induced organic mental disorder
alcohol use with other alcohol induced mental and behavioral disorders,Alcohol-induced organic mental disorder
alcohol use with alcohol induced amnesic syndrome,Alcohol amnestic disorder
Chronic alcoholic brain syndrome,Alcohol-induced psychosis
Alcohol-induced psychotic disorder with delusions,Alcohol-induced psychosis
Alcohol hallucinosis,Alcohol-induced psychosis
Psychotic disorder caused by alcohol with schizophreniform symptoms,Alcohol-induced psychosis
alcohol-induced psychotic disorder during intoxication,Alcohol-induced psychosis
alcohol use with alcohol induced psychotic disorder,Alcohol-induced psychosis
alcohol use with residual and late onset alcohol induced psychotic disorder,Alcohol-induced psychosis
Alcoholic paranoia,Alcohol-induced psychotic disorder with delusions
alcohol-induced persistent dementia,Dementia associated with alcoholism
alcohol-induced anxiety disorder during intoxication,Alcohol-induced anxiety disorder
Mood disorder with mixed manic and depressive symptoms caused by alcohol,Alcohol-induced mood disorder
Mood disorder with manic symptoms caused by alcohol,Alcohol-induced mood disorder
Mood disorder with depressive symptoms caused by alcohol,Alcohol-induced mood disorder
alcohol-induced mood disorder during intoxication,Alcohol-induced mood disorder
alcohol-induced circadian rhythm sleep disorder,Alcohol-induced sleep disorder
alcohol-induced hypersomnia,Alcohol-induced sleep disorder
alcohol-induced sleep disorder during intoxication,Alcohol-induced sleep disorder
Alcohol withdrawal delirium,Alcohol withdrawal syndrome
Uncomplicated alcohol withdrawal,Alcohol withdrawal syndrome
Alcohol withdrawal hallucinosis,Alcohol withdrawal syndrome
Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal,Alcohol withdrawal syndrome
alcohol-induced anxiety disorder during withdrawal,Alcohol withdrawal syndrome
alcohol-induced mood disorder during withdrawal,Alcohol withdrawal syndrome
alcohol-induced psychotic disorder during withdrawal,Alcohol withdrawal syndrome
alcohol-induced sleep disorder during withdrawal,Alcohol withdrawal syndrome
alcohol use with withdrawal state,Alcohol withdrawal syndrome
alcohol abuse with withdrawal,Alcohol withdrawal syndrome
Alcohol abuse with withdrawal with perceptual disturbance,Alcohol withdrawal syndrome
alcohol use with withdrawal state with delirium,Alcohol withdrawal delirium
alcohol abuse with withdrawal delirium,Alcohol withdrawal delirium
"alcohol abuse with withdrawal, uncomplicated",Uncomplicated alcohol withdrawal
"alcohol use with withdrawal, uncomplicated",Uncomplicated alcohol withdrawal
Cannabis delusional disorder,Cannabis-induced organic mental disorder
Cannabis-induced psychotic disorder with hallucinations,Cannabis-induced organic mental disorder
Cannabis intoxication delirium,Cannabis-induced organic mental disorder
Cannabis-induced anxiety disorder,Cannabis-induced organic mental disorder
Psychotic disorder caused by cannabis,Cannabis-induced organic mental disorder
Sleep disorder caused by cannabis,Cannabis-induced organic mental disorder
cannabis-induced psychotic disorder,Cannabis-induced organic mental disorder
Cannabis abuse with psychotic disorder,Cannabis-induced organic mental disorder
Cannabis dependence with intoxication with perceptual disturbance,Cannabis-induced organic mental disorder
Cannabis dependence with psychotic disorder,Cannabis-induced organic mental disorder
cannabis use with other cannabis-induced mental and behavioral disorders,Cannabis-induced organic mental disorder
Cannabis abuse with psychotic disorder with delusions,Cannabis delusional disorder
Cannabis dependence with psychotic disorder with delusions,Cannabis delusional disorder
Cannabis abuse with psychotic disorder with hallucinations,Cannabis-induced psychotic disorder with hallucinations
Cannabis dependence with psychotic disorder with hallucinations,Cannabis-induced psychotic disorder with hallucinations
Cannabis abuse with intoxication delirium,Cannabis intoxication delirium
Cannabis dependence with intoxication delirium,Cannabis intoxication delirium
cannabis-induced anxiety disorder during intoxication,Cannabis-induced anxiety disorder
Cannabis abuse with cannabis-induced anxiety disorder,Cannabis-induced anxiety disorder
Cannabis dependence with cannabis-induced anxiety disorder,Cannabis-induced anxiety disorder
"cannabis-induced psychotic disorder, residual and late onset",Psychotic disorder caused by cannabis
Transient organic psychoses,Transient organic mental disorder
Psychoactive substance-induced organic anxiety disorder,Organic anxiety disorder
Anxiety disorder caused by opioid,Organic anxiety disorder
Alcohol-induced anxiety disorder,Psychoactive substance-induced organic anxiety disorder
Cocaine-induced anxiety disorder,Psychoactive substance-induced organic anxiety disorder
Phencyclidine-induced anxiety disorder,Psychoactive substance-induced organic anxiety disorder
"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by ketamine,Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by dissociative drug,Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by synthetic cannabinoid,Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by stimulant,Psychoactive substance-induced organic anxiety disorder
Anxiety disorder caused by synthetic cathinone,Psychoactive substance-induced organic anxiety disorder
anxiety disorder due to unspecified substance,Psychoactive substance-induced organic anxiety disorder
anxiety disorder due to intoxication with unspecified substance,Psychoactive substance-induced organic anxiety disorder
anxiety disorder due to withdrawal from unspecified substance,Psychoactive substance-induced organic anxiety disorder
alcohol-induced anxiety disorder during intoxication,Alcohol-induced anxiety disorder
cocaine-induced anxiety disorder during intoxication,Cocaine-induced anxiety disorder
cocaine-induced anxiety disorder during withdrawal,Cocaine-induced anxiety disorder
Cocaine dependence with cocaine-induced anxiety disorder,Cocaine-induced anxiety disorder
phencyclidine-induced anxiety disorder during intoxication,Phencyclidine-induced anxiety disorder
anxiety disorder during withdrawal from sedative or hypnotic drug,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder"
Anxiety disorder caused by methamphetamine,Anxiety disorder caused by stimulant
Anxiety disorder caused by methylenedioxymethamphetamine,Anxiety disorder caused by methamphetamine
Paranoid-hallucinatory epileptic psychosis,Epileptic psychosis
Postencephalitic parkinsonism,Post-encephalitic syndrome
Alzheimer's disease,Dementia
Presenile dementia,Dementia
Senile dementia,Dementia
Huntington's chorea,Dementia
Senile and presenile organic psychotic conditions,Dementia
Drug-induced dementia,Dementia
General paresis - neurosyphilis,Dementia
Dialysis dementia,Dementia
Traumatic encephalopathy,Dementia
Dementia of frontal lobe type,Dementia
Patchy dementia,Dementia
Dementia associated with another disease,Dementia
Delirium co-occurrent with dementia,Dementia
"Amyotrophic lateral sclerosis, parkinsonism, dementia complex",Dementia
Rapidly progressive dementia,Dementia
Dementia with behavioral disturbance,Dementia
Mild dementia,Dementia
Severe dementia,Dementia
Moderate dementia,Dementia
Dementia in remission,Dementia
Primary degenerative dementia,Dementia
Subcortical dementia,Dementia
Dementia co-occurrent with human immunodeficiency virus infection,Dementia
Parkinsonism with dementia of Guadeloupe,Dementia
Dementia caused by toxin,Dementia
Focal Alzheimer's disease,Alzheimer's disease
Progressive aphasia in Alzheimer's disease,Alzheimer's disease
"Primary degenerative dementia of the Alzheimer type, senile onset",Alzheimer's disease
"Primary degenerative dementia of the Alzheimer type, presenile onset",Alzheimer's disease
Mixed dementia,Alzheimer's disease
Dementia of the Alzheimer type with behavioral disturbance,Alzheimer's disease
Altered behavior in Alzheimer's disease,Alzheimer's disease
Depressed mood in Alzheimer's disease,Alzheimer's disease
Delusions in Alzheimer's disease,Alzheimer's disease
Alzheimer's disease co-occurrent with delirium,Alzheimer's disease
Non-amnestic Alzheimer disease,Alzheimer's disease
Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia,Alzheimer's disease
dementia of Alzheimer's type without behavior disturbance,Alzheimer's disease
Alzheimer's dementia without behavioral disturbance,Alzheimer's disease
"dementia of Alzheimer's type, atypical or mixed type",Alzheimer's disease
"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated","Primary degenerative dementia of the Alzheimer type, senile onset"
"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions","Primary degenerative dementia of the Alzheimer type, senile onset"
"Primary degenerative dementia of the Alzheimer type, senile onset, with depression","Primary degenerative dementia of the Alzheimer type, senile onset"
"Primary degenerative dementia of the Alzheimer type, senile onset, with delirium","Primary degenerative dementia of the Alzheimer type, senile onset"
Non-familial Alzheimer's disease of late onset,"Primary degenerative dementia of the Alzheimer type, senile onset"
Familial Alzheimer's disease of late onset,"Primary degenerative dementia of the Alzheimer type, senile onset"
"Primary degenerative dementia of the Alzheimer type, senile onset, with behavioral disturbance","Primary degenerative dementia of the Alzheimer type, senile onset"
"Primary degenerative dementia of the Alzheimer type, senile onset in remission","Primary degenerative dementia of the Alzheimer type, senile onset"
Alzheimer's type dementia with late onset without behavioral disturbance,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated"
late onset Alzheimer's dementia with psychotic condition,"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions"
"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium","Primary degenerative dementia of the Alzheimer type, presenile onset"
"Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions","Primary degenerative dementia of the Alzheimer type, presenile onset"
"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression","Primary degenerative dementia of the Alzheimer type, presenile onset"
Familial Alzheimer's disease of early onset,"Primary degenerative dementia of the Alzheimer type, presenile onset"
Non-familial Alzheimer's disease of early onset,"Primary degenerative dementia of the Alzheimer type, presenile onset"
"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated","Primary degenerative dementia of the Alzheimer type, presenile onset"
Early onset Alzheimer's disease with behavioral disturbance,"Primary degenerative dementia of the Alzheimer type, presenile onset"
"Primary degenerative dementia of the Alzheimer type, presenile onset in remission","Primary degenerative dementia of the Alzheimer type, presenile onset"
Alzheimer's type dementia with early onset with behavioral disturbance,"Primary degenerative dementia of the Alzheimer type, presenile onset"
Autosomal dominant Alzheimer disease due to mutation of presenilin 1,Familial Alzheimer's disease of early onset
Autosomal dominant Alzheimer disease due to mutation of presenilin 2,Familial Alzheimer's disease of early onset
Autosomal dominant Alzheimer disease due to mutation of amyloid precursor protein,Familial Alzheimer's disease of early onset
familial Alzheimer disease AD1,Familial Alzheimer's disease of early onset
familial Alzheimer disease AD3,Familial Alzheimer's disease of early onset
familial Alzheimer disease AD4,Familial Alzheimer's disease of early onset
Acute left-sided congestive heart failure,Acute left-sided heart failure
Presenile dementia with delirium,Presenile dementia
Presenile dementia with paranoia,Presenile dementia
Presenile dementia with depression,Presenile dementia
Uncomplicated presenile dementia,Presenile dementia
"Primary degenerative dementia of the Alzheimer type, presenile onset",Presenile dementia
Presenile dementia associated with AIDS,Presenile dementia
Presenile dementia with delusions,Presenile dementia
Presenile dementia co-occurrent with human immunodeficiency virus infection,Presenile dementia
"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium",Presenile dementia with delirium
"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression",Presenile dementia with depression
"Primary degenerative dementia of the Alzheimer type, presenile onset, with delirium","Primary degenerative dementia of the Alzheimer type, presenile onset"
"Primary degenerative dementia of the Alzheimer type, presenile onset, with delusions","Primary degenerative dementia of the Alzheimer type, presenile onset"
"Primary degenerative dementia of the Alzheimer type, presenile onset, with depression","Primary degenerative dementia of the Alzheimer type, presenile onset"
Familial Alzheimer's disease of early onset,"Primary degenerative dementia of the Alzheimer type, presenile onset"
Non-familial Alzheimer's disease of early onset,"Primary degenerative dementia of the Alzheimer type, presenile onset"
