object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
has/Medication/Antidepressants,,Mental disorder,Postleucotomy syndrome,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Postleucotomy syndrome,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Postleucotomy syndrome,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Postleucotomy syndrome,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Postleucotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Explosive type organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Psychoactive substance-induced organic personality disorder,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Limbic epilepsy personality syndrome,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Organic pseudopsychopathic personality,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Organic pseudoretarded personality,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Lobotomy syndrome,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,Frontal lobe syndrome,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,personality disorder of unknown (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,personality disorder of known (Axis III) etiology,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,labile type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,disinhibited type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,apathetic type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,paranoid type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Vision,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Agitation,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Depression,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Paranoia,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antidepressants,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Anxiolytics,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Stimulants,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Memory_problems,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mood_swings,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
