object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
UI/28475009,,Mental disorder,Severe recurrent major depression with psychotic features,False,False,False,False,False,False,False,
UI/36474008,,Mental disorder,Severe recurrent major depression without psychotic features,False,False,False,False,False,False,False,
UI/15193003,,Mental disorder,"Severe recurrent major depression with psychotic features, mood-incongruent",False,False,False,False,False,False,False,
UI/33078009,,Mental disorder,"Severe recurrent major depression with psychotic features, mood-congruent",False,False,False,False,False,False,False,
UI/16264621000119109,,Mental disorder,Recurrent mild major depressive disorder co-occurrent with anxiety,False,False,False,False,False,False,False,
UI/16265061000119105,,Mental disorder,Recurrent major depressive disorder co-occurrent with anxiety in full remission,False,False,False,False,False,False,False,
UI/33135002,,Mental disorder,Recurrent major depression in partial remission,False,False,False,False,False,False,False,
UI/46244001,,Mental disorder,Recurrent major depression in full remission,False,False,False,False,False,False,False,
UI/16265301000119106,,Mental disorder,Recurrent major depressive disorder in partial remission co-occurrent with anxiety,False,False,False,False,False,False,False,
UI/699241002,,Mental disorder,Chronic post-traumatic stress disorder following military combat,False,False,False,False,False,False,False,
UI/724734004,,Mental disorder,Oppositional defiant disorder co-occurrent with chronic irritability-anger with normal prosocial emotions,False,False,False,False,False,False,False,
UI/230335009,,Mental disorder,Facial tic disorder,False,False,False,False,False,False,False,
UI/230338006,,Mental disorder,Gestural tic disorder,False,False,False,False,False,False,False,
UI/44433009,,Mental disorder,Recurrent transient tic disorder,False,False,False,False,False,False,False,
UI/73462009,,Mental disorder,Chronic vocal tic disorder,False,False,False,False,False,False,False,
UI/110359009,,Mental disorder,Intellectual disability,False,False,False,False,False,False,False,
UI/1855002,,Mental disorder,Developmental academic disorder,False,False,False,False,False,False,False,
UI/192562009,,Mental disorder,Disorder of psychological development,False,False,False,False,False,False,False,
UI/231537008,,Mental disorder,Developmental agnosia,False,False,False,False,False,False,False,
UI/24125008,,Mental disorder,Mental disorder in infancy,False,False,False,False,False,False,False,
UI/26453000,,Mental disorder,Mental disorder in adolescence,False,False,False,False,False,False,False,
UI/3914008,,Mental disorder,Mental disorder in childhood,False,False,False,False,False,False,False,
UI/406506008,,Mental disorder,Attention deficit hyperactivity disorder,False,False,False,False,False,False,False,
UI/41526007,,Mental disorder,Reactive attachment disorder,False,False,False,False,False,False,False,
UI/54319003,,Mental disorder,Disruptive behavior disorder,False,False,False,False,False,False,False,
UI/5507002,,Mental disorder,Stereotypy habit disorder,False,False,False,False,False,False,False,
UI/10007009,,Mental disorder,Coffin-Siris syndrome,False,False,False,False,False,False,False,
UI/109478007,,Mental disorder,Kohlschutter's syndrome,False,False,False,False,False,False,False,
UI/1156584007,,Mental disorder,X-linked intellectual disability hypotonic face syndrome,False,False,False,False,False,False,False,
UI/17827007,,Mental disorder,Cross syndrome,False,False,False,False,False,False,False,
UI/21634003,,Mental disorder,Borjeson-Forssman-Lehmann syndrome,False,False,False,False,False,False,False,
UI/232059000,,Mental disorder,Laurence-Moon syndrome,False,False,False,False,False,False,False,
UI/234146006,,Mental disorder,Hennekam syndrome,False,False,False,False,False,False,False,
UI/236529001,,Mental disorder,"Prune belly syndrome with pulmonic stenosis, mental retardation and deafness",False,False,False,False,False,False,False,
UI/253176002,,Mental disorder,Gillespie syndrome,False,False,False,False,False,False,False,
UI/31216003,,Mental disorder,Profound intellectual disability,False,False,False,False,False,False,False,
UI/33982008,,Mental disorder,Hyperphosphatasemia with intellectual disability,False,False,False,False,False,False,False,
UI/40700009,,Mental disorder,Severe intellectual disability,False,False,False,False,False,False,False,
UI/422437002,,Mental disorder,X-linked intellectual disability with marfanoid habitus,False,False,False,False,False,False,False,
UI/432091002,,Mental disorder,Savant syndrome,False,False,False,False,False,False,False,
UI/5619004,,Mental disorder,Bardet-Biedl syndrome,False,False,False,False,False,False,False,
UI/57917004,,Mental disorder,Seckel syndrome,False,False,False,False,False,False,False,
UI/59252009,,Mental disorder,Cutis laxa-corneal clouding-oligophrenia syndrome,False,False,False,False,False,False,False,
UI/61152003,,Mental disorder,Moderate intellectual disability,False,False,False,False,False,False,False,
UI/613003,,Mental disorder,Fragile X syndrome,False,False,False,False,False,False,False,
UI/699316006,,Mental disorder,Myhre syndrome,False,False,False,False,False,False,False,
UI/699669001,,Mental disorder,Renpenning syndrome,False,False,False,False,False,False,False,
UI/702344008,,Mental disorder,Pitt-Hopkins syndrome,False,False,False,False,False,False,False,
UI/702356009,,Mental disorder,PPM-X syndrome,False,False,False,False,False,False,False,
UI/702412005,,Mental disorder,Partington syndrome,False,False,False,False,False,False,False,
UI/774149004,,Mental disorder,"Severe intellectual disability, progressive postnatal microcephaly, midline stereotypic hand movements syndrome",False,False,False,False,False,False,False,
UI/778011005,,Mental disorder,Severe intellectual disability and progressive spastic paraplegia,False,False,False,False,False,False,False,
UI/782723007,,Mental disorder,"Severe intellectual disability, progressive spastic diplegia syndrome",False,False,False,False,False,False,False,
UI/192575009,,Mental disorder,Mixed disorder of scholastic skills,False,False,False,False,False,False,False,
UI/268738002,,Mental disorder,Specific spelling disorder,False,False,False,False,False,False,False,
UI/359661001,,Mental disorder,Specific number difficulty,False,False,False,False,False,False,False,
UI/443735008,,Mental disorder,Nonverbal learning disorder,False,False,False,False,False,False,False,
UI/45677003,,Mental disorder,Developmental expressive writing disorder,False,False,False,False,False,False,False,
UI/47916000,,Mental disorder,Developmental arithmetic disorder,False,False,False,False,False,False,False,
UI/52824009,,Mental disorder,Developmental reading disorder,False,False,False,False,False,False,False,
UI/717223008,,Mental disorder,X-linked epilepsy with learning disability and behavior disorder syndrome,False,False,False,False,False,False,False,
UI/724564005,,Mental disorder,Intellectual developmental disorder due to nutritional deficiency,False,False,False,False,False,False,False,
UI/192136006,,Mental disorder,Specific reading disorder,False,False,False,False,False,False,False,
UI/192147004,,Mental disorder,Mixed disorder of psychological development,False,False,False,False,False,False,False,
UI/35919005,,Mental disorder,Autism spectrum disorder,False,False,False,False,False,False,False,
UI/4949009,,Mental disorder,Motor skill disorder,False,False,False,False,False,False,False,
UI/231536004,,Mental disorder,Atypical autism,False,False,False,False,False,False,False,
UI/23560001,,Mental disorder,Asperger's disorder,False,False,False,False,False,False,False,
UI/373618009,,Mental disorder,Autistic spectrum disorder with isolated skills,False,False,False,False,False,False,False,
UI/39951000119105,,Mental disorder,Pervasive developmental disorder of residual state,False,False,False,False,False,False,False,
UI/408856003,,Mental disorder,Autistic disorder,False,False,False,False,False,False,False,
UI/442314000,,Mental disorder,Active but odd autism,False,False,False,False,False,False,False,
UI/702450004,,Mental disorder,FOXG1 syndrome,False,False,False,False,False,False,False,
UI/712884004,,Mental disorder,Pathological demand avoidance,False,False,False,False,False,False,False,
UI/718393002,,Mental disorder,Atypical Rett syndrome,False,False,False,False,False,False,False,
UI/71961003,,Mental disorder,Childhood disintegrative disorder,False,False,False,False,False,False,False,
UI/723332005,,Mental disorder,Isodicentric chromosome 15 syndrome,False,False,False,False,False,False,False,
UI/870260008,,Mental disorder,Pervasive developmental disorder with marked impairment of functional language with loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870261007,,Mental disorder,Pervasive developmental disorder with marked impairment of functional language without loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870262000,,Mental disorder,Pervasive developmental disorder with disorder of intellectual development without loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870263005,,Mental disorder,Pervasive developmental disorder with impairment of functional language,False,False,False,False,False,False,False,
UI/870264004,,Mental disorder,Pervasive developmental disorder with disorder of intellectual development and pervasive impairment of functional language without loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870265003,,Mental disorder,Pervasive developmental disorder with disorder of intellectual development with loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870266002,,Mental disorder,Pervasive developmental disorder with disorder of intellectual development and marked impairment of functional language with loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870267006,,Mental disorder,Pervasive developmental disorder with disorder of intellectual development and marked impairment of functional language without loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870268001,,Mental disorder,Pervasive developmental disorder with disorder of intellectual development and complete impairment of functional language without loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870269009,,Mental disorder,Pervasive developmental disorder with disorder of intellectual development and absence of functional language with loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870270005,,Mental disorder,Pervasive developmental disorder with disorder of intellectual development and complete impairment of functional language with loss of previously acquired skills,False,False,False,False,False,False,False,
UI/870280009,,Mental disorder,Pervasive developmental disorder with severe impairment of functional language with loss of previously acquired skills,False,False,False,False,False,False,False,
UI/708037001,,Mental disorder,Residual Asperger's disorder,False,False,False,False,False,False,False,
UI/191690004,,Mental disorder,Residual infantile autism,False,False,False,False,False,False,False,
UI/191693002,,Mental disorder,Residual disintegrative psychoses,False,False,False,False,False,False,False,
UI/408857007,,Mental disorder,Infantile autism,False,False,False,False,False,False,False,
UI/43614003,,Mental disorder,Autistic disorder of childhood onset,False,False,False,False,False,False,False,
UI/702732007,,Mental disorder,High-functioning autism,False,False,False,False,False,False,False,
UI/719600006,,Mental disorder,1p21.3 microdeletion syndrome,False,False,False,False,False,False,False,
UI/722287002,,Mental disorder,Autism and facial port-wine stain syndrome,False,False,False,False,False,False,False,
UI/733623005,,Mental disorder,"Autism spectrum disorder, epilepsy, arthrogryposis syndrome",False,False,False,False,False,False,False,
UI/766824003,,Mental disorder,"ADNP-related multiple congenital anomalies, intellectual disability, autism spectrum disorder",False,False,False,False,False,False,False,
UI/771512003,,Mental disorder,Autism spectrum disorder due to AUTS2 deficiency,False,False,False,False,False,False,False,
UI/783089006,,Mental disorder,"Macrocephaly, intellectual disability, autism syndrome",False,False,False,False,False,False,False,
UI/191689008,,Mental disorder,Active infantile autism,False,False,False,False,False,False,False,
UI/770790004,,Mental disorder,Developmental delay with autism spectrum disorder and gait instability,False,False,False,False,False,False,False,
UI/771448004,,Mental disorder,Autism epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency,False,False,False,False,False,False,False,
UI/191692007,,Mental disorder,Active disintegrative psychoses,False,False,False,False,False,False,False,
UI/229683000,,Mental disorder,Motor speech disorder,False,False,False,False,False,False,False,
UI/27544004,,Mental disorder,Developmental coordination disorder,False,False,False,False,False,False,False,
UI/229700007,,Mental disorder,Developmental motor speech disorder,False,False,False,False,False,False,False,
UI/7291006,,Mental disorder,Reactive attachment disorder of infancy,False,False,False,False,False,False,False,
UI/48826008,,Mental disorder,"Conduct disorder, adolescent-onset type",False,False,False,False,False,False,False,
UI/57715001,,Mental disorder,Gender identity disorder of adolescence,False,False,False,False,False,False,False,
UI/724740006,,Mental disorder,Adolescent onset conduct-dissocial disorder,False,False,False,False,False,False,False,
UI/724741005,,Mental disorder,Adolescent onset conduct-dissocial disorder with limited prosocial emotions,False,False,False,False,False,False,False,
UI/724742003,,Mental disorder,Adolescent onset conduct-dissocial disorder with normal prosocial emotions,False,False,False,False,False,False,False,
UI/30509009,,Mental disorder,"Gender identity disorder of adolescence, previously homosexual",False,False,False,False,False,False,False,
UI/68963006,,Mental disorder,"Gender identity disorder of adolescence, previously heterosexual",False,False,False,False,False,False,False,
UI/17961008,,Mental disorder,"Conduct disorder, childhood-onset type",False,False,False,False,False,False,False,
UI/18941000,,Mental disorder,Oppositional defiant disorder,False,False,False,False,False,False,False,
UI/268662002,,Mental disorder,Unsocial childhood truancy,False,False,False,False,False,False,False,
UI/270905000,,Mental disorder,Childhood disinhibited attachment disorder,False,False,False,False,False,False,False,
UI/44124003,,Mental disorder,Reactive attachment disorder of early childhood,False,False,False,False,False,False,False,
UI/780827006,,Mental disorder,SYNGAP1-related intellectual disability,False,False,False,False,False,False,False,
UI/192099000,,Mental disorder,Childhood disorder of conduct and emotion,False,False,False,False,False,False,False,
UI/386820009,,Mental disorder,Socialized behavior disorder,False,False,False,False,False,False,False,
UI/762347009,,Mental disorder,Childhood onset conduct-dissocial disorder,False,False,False,False,False,False,False,
UI/724738001,,Mental disorder,Childhood onset conduct-dissocial disorder with limited prosocial emotions,False,False,False,False,False,False,False,
UI/724739009,,Mental disorder,Childhood onset conduct-dissocial disorder with normal prosocial emotions,False,False,False,False,False,False,False,
UI/724735003,,Mental disorder,Oppositional defiant disorder without chronic irritability-anger,False,False,False,False,False,False,False,
UI/724736002,,Mental disorder,Oppositional defiant disorder without chronic irritability-anger with limited prosocial emotions,False,False,False,False,False,False,False,
UI/724737006,,Mental disorder,Oppositional defiant disorder without chronic irritability-anger with normal prosocial emotions,False,False,False,False,False,False,False,
UI/192127007,,Mental disorder,Child attention deficit disorder,False,False,False,False,False,False,False,
UI/192131001,,Mental disorder,Hyperkinesis with developmental delay,False,False,False,False,False,False,False,
UI/192132008,,Mental disorder,Hyperkinetic conduct disorder,False,False,False,False,False,False,False,
UI/229715008,,Mental disorder,Deficits in attention motor control and perception,False,False,False,False,False,False,False,
UI/23148009,,Mental disorder,Undifferentiated attention deficit disorder,False,False,False,False,False,False,False,
UI/31177006,,Mental disorder,"Attention deficit hyperactivity disorder, combined type",False,False,False,False,False,False,False,
UI/35253001,,Mental disorder,"Attention deficit hyperactivity disorder, predominantly inattentive type",False,False,False,False,False,False,False,
UI/702815001,,Mental disorder,"Attention deficit hyperactivity disorder, inattentive presentation (restrictive)",False,False,False,False,False,False,False,
UI/7461003,,Mental disorder,"Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type",False,False,False,False,False,False,False,
UI/698689005,,Mental disorder,"Attention deficit hyperactivity disorder, predominantly inattentive type in remission",False,False,False,False,False,False,False,
UI/698692009,,Mental disorder,"Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type in remission",False,False,False,False,False,False,False,
UI/111477005,,Mental disorder,"Reactive attachment disorder of infancy OR early childhood, disinhibited type",False,False,False,False,False,False,False,
UI/2312009,,Mental disorder,"Reactive attachment disorder of infancy OR early childhood, inhibited type",False,False,False,False,False,False,False,
UI/31648009,,Mental disorder,Unaggressive type unsocialized behavior disorder,False,False,False,False,False,False,False,
UI/430909002,,Mental disorder,Conduct disorder,False,False,False,False,False,False,False,
UI/719157002,,Mental disorder,X-linked intellectual disability and hypotonia with facial dysmorphism and aggressive behavior syndrome,False,False,False,False,False,False,False,
UI/231540008,,Mental disorder,Conduct disorder - in family context,False,False,False,False,False,False,False,
UI/231541007,,Mental disorder,Conduct disorder - unsocialized,False,False,False,False,False,False,False,
UI/231542000,,Mental disorder,Depressive conduct disorder,False,False,False,False,False,False,False,
UI/61901004,,Mental disorder,"Conduct disorder, undifferentiated type",False,False,False,False,False,False,False,
UI/66307007,,Mental disorder,"Conduct disorder, group type",False,False,False,False,False,False,False,
UI/698947004,,Mental disorder,Conduct disorder in remission,False,False,False,False,False,False,False,
UI/74850006,,Mental disorder,"Conduct disorder, solitary aggressive type",False,False,False,False,False,False,False,
UI/192119003,,Mental disorder,Sibling jealousy,False,False,False,False,False,False,False,
UI/192082001,,Mental disorder,Aggressive unsocial conduct disorder,False,False,False,False,False,False,False,
UI/192092009,,Mental disorder,Group delinquency,False,False,False,False,False,False,False,
UI/192100008,,Mental disorder,Neurotic delinquency,False,False,False,False,False,False,False,
UI/268661009,,Mental disorder,Nonaggressive unsocial conduct disorder,False,False,False,False,False,False,False,
UI/40083003,,Mental disorder,Stereotypic movement disorder with self-injurious behavior,False,False,False,False,False,False,False,
UI/722975002,,Mental disorder,Primary stereotypy,False,False,False,False,False,False,False,
UI/722976001,,Mental disorder,Secondary stereotypy,False,False,False,False,False,False,False,
UI/724652008,,Mental disorder,Stereotypic movement disorder without self-injurious behavior,False,False,False,False,False,False,False,
UI/15977008,,Mental disorder,Adjustment disorder with academic inhibition,False,False,False,False,False,False,False,
UI/18478005,,Mental disorder,Adjustment disorder with physical complaints,False,False,False,False,False,False,False,
UI/192051000,,Mental disorder,Adolescent emancipation disorder,False,False,False,False,False,False,False,
UI/192054008,,Mental disorder,Culture shock,False,False,False,False,False,False,False,
UI/192061007,,Mental disorder,Concentration camp syndrome,False,False,False,False,False,False,False,
UI/192063005,,Mental disorder,Adjustment reaction with physical symptoms,False,False,False,False,False,False,False,
UI/192064004,,Mental disorder,Elective mutism due to an adjustment reaction,False,False,False,False,False,False,False,
UI/192065003,,Mental disorder,Hospitalism,False,False,False,False,False,False,False,
UI/271952001,,Mental disorder,Stress and adjustment reaction,False,False,False,False,False,False,False,
UI/32880007,,Mental disorder,Adjustment disorder with work inhibition,False,False,False,False,False,False,False,
UI/386821008,,Mental disorder,Adjustment reaction in infancy,False,False,False,False,False,False,False,
UI/386822001,,Mental disorder,Adjustment reaction of adolescence,False,False,False,False,False,False,False,
UI/386823006,,Mental disorder,Adjustment reaction of adult life,False,False,False,False,False,False,False,
UI/386824000,,Mental disorder,Adjustment reaction of childhood,False,False,False,False,False,False,False,
UI/386825004,,Mental disorder,Adjustment reaction of late life,False,False,False,False,False,False,False,
UI/425914008,,Mental disorder,Adjustment reaction to medical therapy,False,False,False,False,False,False,False,
UI/47372000,,Mental disorder,Adjustment disorder with anxious mood,False,False,False,False,False,False,False,
UI/55668003,,Mental disorder,Adjustment disorder with mixed emotional features,False,False,False,False,False,False,False,
UI/57194009,,Mental disorder,Adjustment disorder with depressed mood,False,False,False,False,False,False,False,
UI/698701000,,Mental disorder,Adjustment disorder in remission,False,False,False,False,False,False,False,
UI/7397008,,Mental disorder,Aggressor identification syndrome,False,False,False,False,False,False,False,
UI/789399002,,Mental disorder,Persistent adjustment disorder,False,False,False,False,False,False,False,
UI/84984002,,Mental disorder,Adjustment disorder with disturbance of conduct,False,False,False,False,False,False,False,
UI/9674006,,Mental disorder,Adjustment disorder with withdrawal,False,False,False,False,False,False,False,
UI/192052007,,Mental disorder,Early adult emancipation disorder,False,False,False,False,False,False,False,
UI/268658008,,Mental disorder,Specific academic or work inhibition,False,False,False,False,False,False,False,
UI/275473003,,Mental disorder,Specific work inhibition,False,False,False,False,False,False,False,
UI/162218007,,Mental disorder,Stress-related problem,False,False,False,False,False,False,False,
UI/300979000,,Mental disorder,Caregiver stress syndrome,False,False,False,False,False,False,False,
UI/92501000119101,,Mental disorder,Stress reaction with psychomotor agitation,False,False,False,False,False,False,False,
UI/698693004,,Mental disorder,Adjustment disorder with anxious mood in remission,False,False,False,False,False,False,False,
UI/192046006,,Mental disorder,Brief depressive adjustment reaction,False,False,False,False,False,False,False,
UI/192049004,,Mental disorder,Prolonged depressive adjustment reaction,False,False,False,False,False,False,False,
UI/698696007,,Mental disorder,Adjustment disorder with depressed mood in remission,False,False,False,False,False,False,False,
UI/782501005,,Mental disorder,Adjustment disorder with mixed anxiety and depressed mood,False,False,False,False,False,False,False,
UI/698697003,,Mental disorder,Adjustment disorder with mixed disturbance of emotions and conduct in remission,False,False,False,False,False,False,False,
UI/192056005,,Mental disorder,Adjustment reaction with aggression,False,False,False,False,False,False,False,
UI/192057001,,Mental disorder,Adjustment reaction with antisocial behavior,False,False,False,False,False,False,False,
UI/192058006,,Mental disorder,Adjustment reaction with destructiveness,False,False,False,False,False,False,False,
UI/66381006,,Mental disorder,Adjustment disorder with mixed disturbance of emotions AND conduct,False,False,False,False,False,False,False,
UI/191696005,,Mental disorder,Atypical childhood psychoses,False,False,False,False,False,False,False,
UI/191697001,,Mental disorder,Borderline psychosis of childhood,False,False,False,False,False,False,False,
UI/22641000119109,,Mental disorder,Psychosis in early childhood,False,False,False,False,False,False,False,
UI/441716003,,Mental disorder,Residual childhood psychosis,False,False,False,False,False,False,False,
UI/89989005,,Mental disorder,Deferred diagnosis on Axis V,False,False,False,False,False,False,False,
UI/10586006,,Mental disorder,Occupation-related stress disorder,False,False,False,False,False,False,False,
UI/10743001000119103,,Mental disorder,Anxiety disorder in mother complicating childbirth,False,False,False,False,False,False,False,
UI/109006,,Mental disorder,Anxiety disorder of childhood OR adolescence,False,False,False,False,False,False,False,
UI/111487009,,Mental disorder,Dream anxiety disorder,False,False,False,False,False,False,False,
UI/126943008,,Mental disorder,Separation anxiety,False,False,False,False,False,False,False,
UI/16265951000119109,,Mental disorder,Mild major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
UI/16266831000119100,,Mental disorder,Moderate major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
UI/16266991000119108,,Mental disorder,Severe major depressive disorder co-occurrent with anxiety single episode,False,False,False,False,False,False,False,
UI/191736004,,Mental disorder,Obsessive-compulsive disorder,False,False,False,False,False,False,False,
UI/21897009,,Mental disorder,Generalized anxiety disorder,False,False,False,False,False,False,False,
UI/22621000119103,,Mental disorder,Anxiety disorder caused by drug,False,False,False,False,False,False,False,
UI/231504006,,Mental disorder,Mixed anxiety and depressive disorder,False,False,False,False,False,False,False,
UI/371631005,,Mental disorder,Panic disorder,False,False,False,False,False,False,False,
UI/386810004,,Mental disorder,Phobic disorder,False,False,False,False,False,False,False,
UI/47505003,,Mental disorder,Posttraumatic stress disorder,False,False,False,False,False,False,False,
UI/52910006,,Mental disorder,Anxiety disorder due to a general medical condition,False,False,False,False,False,False,False,
UI/58535001,,Mental disorder,Physical AND emotional exhaustion state,False,False,False,False,False,False,False,
UI/67195008,,Mental disorder,Acute stress disorder,False,False,False,False,False,False,False,
UI/69479009,,Mental disorder,Anxiety hyperventilation,False,False,False,False,False,False,False,
UI/13438001,,Mental disorder,Overanxious disorder of childhood,False,False,False,False,False,False,False,
UI/37868008,,Mental disorder,Anxiety disorder of adolescence,False,False,False,False,False,False,False,
UI/37872007,,Mental disorder,Avoidant disorder of childhood OR adolescence,False,False,False,False,False,False,False,
UI/53467004,,Mental disorder,Anxiety disorder of childhood,False,False,False,False,False,False,False,
UI/64165008,,Mental disorder,Avoidant disorder of childhood,False,False,False,False,False,False,False,
UI/83253003,,Mental disorder,Shyness disorder of childhood,False,False,False,False,False,False,False,
UI/90790003,,Mental disorder,Avoidant disorder of adolescence,False,False,False,False,False,False,False,
UI/11806006,,Mental disorder,Separation anxiety disorder of childhood,False,False,False,False,False,False,False,
UI/192611004,,Mental disorder,Childhood phobic anxiety disorder,False,False,False,False,False,False,False,
UI/85061001,,Mental disorder,"Separation anxiety disorder of childhood, early onset",False,False,False,False,False,False,False,
UI/428687006,,Mental disorder,Nightmares associated with chronic post-traumatic stress disorder,False,False,False,False,False,False,False,
UI/191737008,,Mental disorder,Compulsive neurosis,False,False,False,False,False,False,False,
UI/191738003,,Mental disorder,Obsessional neurosis,False,False,False,False,False,False,False,
UI/192014006,,Mental disorder,Psychogenic rumination,False,False,False,False,False,False,False,
UI/723913009,,Mental disorder,Olfactory reference disorder,False,False,False,False,False,False,False,
UI/724730008,,Mental disorder,Obsessive compulsive disorder caused by psychoactive substance,False,False,False,False,False,False,False,
UI/762332000,,Mental disorder,Obsessive compulsive disorder caused by stimulant,False,False,False,False,False,False,False,
UI/82339009,,Mental disorder,Amphetamine-induced anxiety disorder,False,False,False,False,False,False,False,
UI/192037000,,Mental disorder,Acute panic state due to acute stress reaction,False,False,False,False,False,False,False,
UI/35607004,,Mental disorder,Panic disorder with agoraphobia,False,False,False,False,False,False,False,
UI/56576003,,Mental disorder,Panic disorder without agoraphobia,False,False,False,False,False,False,False,
UI/5509004,,Mental disorder,Panic disorder with agoraphobia AND severe panic attacks,False,False,False,False,False,False,False,
UI/59923000,,Mental disorder,Panic disorder with agoraphobia AND panic attacks in full remission,False,False,False,False,False,False,False,
UI/63909006,,Mental disorder,Panic disorder with agoraphobia AND panic attacks in partial remission,False,False,False,False,False,False,False,
UI/8185002,,Mental disorder,Panic disorder with agoraphobia AND moderate panic attacks,False,False,False,False,False,False,False,
UI/89948007,,Mental disorder,Panic disorder with agoraphobia AND mild panic attacks,False,False,False,False,False,False,False,
UI/111490003,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND severe panic attacks",False,False,False,False,False,False,False,
UI/19766004,,Mental disorder,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND severe panic attacks",False,False,False,False,False,False,False,
UI/34116005,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND severe panic attacks",False,False,False,False,False,False,False,
UI/61212007,,Mental disorder,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND severe panic attacks",False,False,False,False,False,False,False,
UI/83631006,,Mental disorder,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND severe panic attacks",False,False,False,False,False,False,False,
UI/11941006,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in full remission",False,False,False,False,False,False,False,
UI/22230001,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND panic attacks in full remission",False,False,False,False,False,False,False,
UI/24781009,,Mental disorder,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in full remission",False,False,False,False,False,False,False,
UI/38328002,,Mental disorder,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in full remission",False,False,False,False,False,False,False,
UI/64060000,,Mental disorder,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in full remission",False,False,False,False,False,False,False,
UI/111491004,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in partial remission",False,False,False,False,False,False,False,
UI/3158007,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND panic attacks in partial remission",False,False,False,False,False,False,False,
UI/50983008,,Mental disorder,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND panic attacks in partial remission",False,False,False,False,False,False,False,
UI/74010007,,Mental disorder,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND panic attacks in partial remission",False,False,False,False,False,False,False,
UI/76812003,,Mental disorder,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND panic attacks in partial remission",False,False,False,False,False,False,False,
UI/30059008,,Mental disorder,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND moderate panic attacks",False,False,False,False,False,False,False,
UI/32388005,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND moderate panic attacks",False,False,False,False,False,False,False,
UI/49564006,,Mental disorder,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND moderate panic attacks",False,False,False,False,False,False,False,
UI/82738004,,Mental disorder,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND moderate panic attacks",False,False,False,False,False,False,False,
UI/87798009,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND moderate panic attacks",False,False,False,False,False,False,False,
UI/1816003,,Mental disorder,"Panic disorder with agoraphobia, severe agoraphobic avoidance AND mild panic attacks",False,False,False,False,False,False,False,
UI/31781004,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND mild panic attacks",False,False,False,False,False,False,False,
UI/4932002,,Mental disorder,"Panic disorder with agoraphobia, moderate agoraphobic avoidance AND mild panic attacks",False,False,False,False,False,False,False,
UI/63701002,,Mental disorder,"Panic disorder with agoraphobia, mild agoraphobic avoidance AND mild panic attacks",False,False,False,False,False,False,False,
UI/76868007,,Mental disorder,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND mild panic attacks",False,False,False,False,False,False,False,
UI/43150009,,Mental disorder,Panic disorder without agoraphobia with severe panic attacks,False,False,False,False,False,False,False,
UI/53956006,,Mental disorder,Panic disorder without agoraphobia with panic attacks in partial remission,False,False,False,False,False,False,False,
UI/65064003,,Mental disorder,Panic disorder without agoraphobia with moderate panic attacks,False,False,False,False,False,False,False,
UI/72861004,,Mental disorder,Panic disorder without agoraphobia with mild panic attacks,False,False,False,False,False,False,False,
UI/82494000,,Mental disorder,Panic disorder without agoraphobia with panic attacks in full remission,False,False,False,False,False,False,False,
UI/25501002,,Mental disorder,Social phobia,False,False,False,False,False,False,False,
