object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
has/Symptoms/Cognitive_impairment,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,combined type personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,personality change due to Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,aggressive type personality change due to axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,explosive personality disorder of known Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,explosive personality disorder of known Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,explosive personality disorder of known Axis III etiology,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,"explosive personality disorder, unknown (Axis III) etiology",False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,"explosive personality disorder, unknown (Axis III) etiology",False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,"explosive personality disorder, unknown (Axis III) etiology",False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Caffeine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Caffeine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Caffeine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Caffeine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Caffeine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Caffeine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Caffeine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Caffeine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Phencyclidine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Phencyclidine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Phencyclidine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Phencyclidine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Phencyclidine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Phencyclidine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Phencyclidine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Phencyclidine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Amphetamine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Amphetamine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Amphetamine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Amphetamine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Amphetamine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Amphetamine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Amphetamine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Amphetamine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Cocaine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Cocaine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Cocaine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Cocaine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Cocaine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Cocaine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Cocaine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Cocaine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Hallucinogen-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Hallucinogen-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Hallucinogen-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Hallucinogen-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Hallucinogen-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Hallucinogen-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Hallucinogen-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Hallucinogen-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Inhalant-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Inhalant-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Inhalant-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Inhalant-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Inhalant-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Inhalant-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Inhalant-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Inhalant-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Symptoms/Language,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Medication/Acetylcholinesterase_inhibitors,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychoactive substance-induced organic dementia,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychoactive substance-induced organic anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychoactive substance-induced organic anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychoactive substance-induced organic anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychoactive substance-induced organic anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychoactive substance-induced organic anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychoactive substance-induced organic anxiety disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychoactive substance-induced organic anxiety disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychoactive substance-induced organic anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychoactive substance-induced withdrawal syndrome,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychoactive substance-induced withdrawal syndrome,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychoactive substance-induced withdrawal syndrome,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychoactive substance-induced withdrawal syndrome,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychoactive substance-induced withdrawal syndrome,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychoactive substance-induced withdrawal syndrome,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychoactive substance-induced withdrawal syndrome,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychoactive substance-induced withdrawal syndrome,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Nicotine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Nicotine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Nicotine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Nicotine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Nicotine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Nicotine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Nicotine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Nicotine-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Anxiolytic-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Anxiolytic-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Anxiolytic-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Anxiolytic-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Anxiolytic-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Anxiolytic-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Anxiolytic-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Anxiolytic-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Psychotic disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Psychotic disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Alcohol-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Alcohol-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Alcohol-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Alcohol-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Alcohol-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Alcohol-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Alcohol-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Alcohol-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Cannabis-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Cannabis-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Cannabis-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Anxiety,,Mental disorder,Cannabis-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Mania,,Mental disorder,Cannabis-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Psychosis,,Mental disorder,Cannabis-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Antipsychotics,,Mental disorder,Cannabis-induced organic mental disorder,False,False,False,False,False,False,False,
has/Medication/Mood_stabilizers,,Mental disorder,Cannabis-induced organic mental disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Caffeine-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Caffeine-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Caffeine-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Caffeine-induced sleep disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Caffeine-induced sleep disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Caffeine-induced sleep disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Caffeine withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Caffeine withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Caffeine withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Amphetamine withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Amphetamine withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Amphetamine withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Amphetamine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Amphetamine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Amphetamine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Amphetamine-induced mood disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Amphetamine-induced mood disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Amphetamine-induced mood disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Amphetamine-induced sexual dysfunction,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Amphetamine-induced sexual dysfunction,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Amphetamine-induced sexual dysfunction,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,amphetamine-induced psychotic disorder during intoxication,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,amphetamine-induced psychotic disorder during intoxication,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,amphetamine-induced psychotic disorder during intoxication,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Cocaine withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Cocaine withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Cocaine withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Cocaine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Cocaine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Cocaine-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Cocaine-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Cocaine-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Cocaine-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychotic disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychotic disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychotic disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Psychotic disorder caused by cocaine,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Psychotic disorder caused by cocaine,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,cocaine-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,cocaine-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,cocaine-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,cocaine use with other cocaine-induced mental and behavioral disorders,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,cocaine use with other cocaine-induced mental and behavioral disorders,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,cocaine use with other cocaine-induced mental and behavioral disorders,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Hallucinogen-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Hallucinogen-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Hallucinogen-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Flashbacks,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Flashbacks,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Flashbacks,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychotic disorder caused by hallucinogen,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychotic disorder caused by hallucinogen,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychotic disorder caused by hallucinogen,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Psychotic disorder caused by hallucinogen,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Psychotic disorder caused by hallucinogen,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,hallucinogen-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,hallucinogen-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,hallucinogen-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Hallucinogen abuse with hallucinogen-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Hallucinogen abuse with hallucinogen-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Hallucinogen abuse with hallucinogen-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Hallucinogen dependence with hallucinogen-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Hallucinogen dependence with hallucinogen-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Hallucinogen dependence with hallucinogen-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,hallucinogen use with other hallucinogen-induced mental and behavioral disorders,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,hallucinogen use with other hallucinogen-induced mental and behavioral disorders,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,hallucinogen use with other hallucinogen-induced mental and behavioral disorders,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Inhalant-induced psychotic disorder with delusions,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Inhalant-induced psychotic disorder with delusions,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Inhalant-induced psychotic disorder with delusions,False,False,False,False,False,False,False,
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Inhalant-induced psychotic disorder with delusions,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Inhalant-induced psychotic disorder with delusions,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Inhalant-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Inhalant-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Inhalant-induced psychotic disorder with hallucinations,False,False,False,False,False,False,False,
has/Symptoms/Language,,Mental disorder,Inhalant-induced persisting dementia,False,False,False,False,False,False,False,
has/Medication/Acetylcholinesterase_inhibitors,,Mental disorder,Inhalant-induced persisting dementia,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Inhalant-induced persisting dementia,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Inhalant-induced persisting dementia,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Inhalant-induced persisting dementia,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Inhalant-induced mood disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Inhalant-induced mood disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Inhalant-induced mood disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Inhalant-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Inhalant-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Inhalant-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychosis caused by inhalant,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychosis caused by inhalant,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychosis caused by inhalant,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychotic disorder caused by volatile inhalant,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychotic disorder caused by volatile inhalant,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychotic disorder caused by volatile inhalant,False,False,False,False,False,False,False,
